timestamp,parameters,makespan,exec_time,num_particles,max_iter,w,c1,c2,mutation_rate,max_stagnation,early_stopping_window,improvement_threshold,is_best
2025-04-11T20:37:47.705181,,3440,641.5904004573822,175,1000,0.5,0.7,0.4,0.7,20,,0.08,False
2025-04-11T20:57:36.669333,,3403,1188.9522740840912,175,1000,0.5,0.7,0.7,0.5,20,,0.08,False
2025-04-11T21:20:25.697390,,3343,1369.009622335434,175,1000,0.5,0.7,0.7,0.7,20,,0.08,False
2025-04-11T21:30:03.176175,,3407,577.4376776218414,175,1000,0.5,0.7,0.9,0.5,20,,0.08,False
2025-04-11T21:40:14.701518,,3399,611.5176150798798,175,1000,0.5,0.7,0.9,0.7,20,,0.08,False
2025-04-11T21:50:06.578408,,3414,591.8483021259308,175,1000,0.5,0.9,0.4,0.5,20,,0.08,False
2025-04-11T21:57:34.783318,,3440,448.19620180130005,175,1000,0.5,0.9,0.4,0.7,20,,0.08,False
2025-04-11T22:04:34.158326,,3441,419.3724546432495,175,1000,0.5,0.9,0.7,0.5,20,,0.08,False
2025-04-11T22:11:13.426812,,3392,399.2608184814453,175,1000,0.5,0.9,0.7,0.7,20,,0.08,False
2025-04-11T22:17:51.564126,,3385,398.13318705558777,175,1000,0.5,0.9,0.9,0.5,20,,0.08,False
2025-04-11T22:24:45.145540,,3383,413.5744774341583,175,1000,0.5,0.9,0.9,0.7,20,,0.08,False
2025-04-11T22:31:58.025166,,3355,432.877117395401,175,1000,0.8,0.4,0.4,0.5,20,,0.08,False
2025-04-11T22:39:10.674819,,3302,432.63952255249023,175,1000,0.8,0.4,0.4,0.7,20,,0.08,False
2025-04-11T22:46:22.234938,,3336,431.5576434135437,175,1000,0.8,0.4,0.7,0.5,20,,0.08,False
2025-04-11T22:54:21.180039,,3383,478.93821835517883,175,1000,0.8,0.4,0.7,0.7,20,,0.08,False
2025-04-11T23:01:15.377866,,3439,414.1876862049103,175,1000,0.8,0.4,0.9,0.5,20,,0.08,False
2025-04-11T23:12:56.937776,,3377,701.5423655509949,175,1000,0.8,0.4,0.9,0.7,20,,0.08,False
2025-04-11T23:32:51.996310,,3404,1195.04896402359,175,1000,0.8,0.7,0.4,0.5,20,,0.08,False
2025-04-11T23:56:02.268623,,3349,1390.2723133563995,175,1000,0.8,0.7,0.4,0.7,20,,0.08,False
2025-04-12T00:28:55.519480,,3414,1973.250750541687,175,1000,0.8,0.7,0.7,0.5,20,,0.08,False
2025-04-12T00:51:05.000994,,3309,1329.4815146923065,175,1000,0.8,0.7,0.7,0.7,20,,0.08,False
2025-04-12T01:05:29.632553,,3531,864.6282932758331,175,1000,0.8,0.7,0.9,0.5,20,,0.08,False
2025-04-12T01:28:55.477879,,3383,1405.8422074317932,175,1000,0.8,0.7,0.9,0.7,20,,0.08,False
2025-04-12T01:38:49.015113,,3360,593.5201399326324,175,1000,0.8,0.9,0.4,0.5,20,,0.08,False
2025-04-12T01:47:49.580026,,3414,540.562007188797,175,1000,0.8,0.9,0.4,0.7,20,,0.08,False
2025-04-12T01:56:20.058655,,3380,510.4610164165497,175,1000,0.8,0.9,0.7,0.5,20,,0.08,False
2025-04-12T02:04:33.300990,,3423,493.2312967777252,175,1000,0.8,0.9,0.7,0.7,20,,0.08,False
2025-04-12T02:12:06.667155,,3382,453.34414887428284,175,1000,0.8,0.9,0.9,0.5,20,,0.08,False
2025-04-12T02:20:44.061862,,3451,517.392077922821,175,1000,0.8,0.9,0.9,0.7,20,,0.08,False
2025-04-12T02:29:25.384746,,3540,521.3228843212128,200,1000,0.3,0.4,0.4,0.5,20,,0.08,False
2025-04-12T02:38:13.071358,,3370,527.6708772182465,200,1000,0.3,0.4,0.4,0.7,20,,0.08,False
2025-04-12T02:46:28.061094,,3493,494.9741017818451,200,1000,0.3,0.4,0.7,0.5,20,,0.08,False
2025-04-12T02:55:02.574125,,3326,514.4972779750824,200,1000,0.3,0.4,0.7,0.7,20,,0.08,False
2025-04-12T03:03:17.603674,,3422,495.02954936027527,200,1000,0.3,0.4,0.9,0.5,20,,0.08,False
2025-04-12T03:11:55.941112,,3369,518.3218178749084,200,1000,0.3,0.4,0.9,0.7,20,,0.08,False
2025-04-12T03:20:19.047505,,3412,503.10639238357544,200,1000,0.3,0.7,0.4,0.5,20,,0.08,False
2025-04-12T03:28:58.103247,,3414,519.0557429790497,200,1000,0.3,0.7,0.4,0.7,20,,0.08,False
2025-04-12T03:37:23.319672,,3461,505.2013909816742,200,1000,0.3,0.7,0.7,0.5,20,,0.08,False
2025-04-12T03:46:05.689535,,3329,522.35604596138,200,1000,0.3,0.7,0.7,0.7,20,,0.08,False
2025-04-12T03:54:41.209172,,3412,515.5040168762207,200,1000,0.3,0.7,0.9,0.5,20,,0.08,False
2025-04-12T04:03:28.731040,,3346,527.5218675136566,200,1000,0.3,0.7,0.9,0.7,20,,0.08,False
2025-04-12T04:12:08.821654,,3415,520.0906143188477,200,1000,0.3,0.9,0.4,0.5,20,,0.08,False
2025-04-12T04:21:00.953445,,3371,532.1317913532257,200,1000,0.3,0.9,0.4,0.7,20,,0.08,False
2025-04-12T04:29:14.363428,,3530,493.40998244285583,200,1000,0.3,0.9,0.7,0.5,20,,0.08,False
2025-04-12T04:37:51.084433,,3439,516.7210049629211,200,1000,0.3,0.9,0.7,0.7,20,,0.08,False
2025-04-12T04:46:57.401863,,3317,546.312726020813,200,1000,0.3,0.9,0.9,0.5,20,,0.08,False
2025-04-12T04:56:34.422668,,3305,577.0208041667938,200,1000,0.3,0.9,0.9,0.7,20,,0.08,False
2025-04-12T05:05:05.931550,,3423,511.50888204574585,200,1000,0.5,0.4,0.4,0.5,20,,0.08,False
2025-04-12T05:14:21.496305,,3332,555.5647549629211,200,1000,0.5,0.4,0.4,0.7,20,,0.08,False
2025-04-12T05:22:50.734948,,3505,509.2326018810272,200,1000,0.5,0.4,0.7,0.5,20,,0.08,False
2025-04-12T05:31:55.398733,,3324,544.6637856960297,200,1000,0.5,0.4,0.7,0.7,20,,0.08,False
2025-04-12T05:40:34.396053,,3432,518.9973201751709,200,1000,0.5,0.4,0.9,0.5,20,,0.08,False
2025-04-12T05:49:31.974230,,3356,537.5781764984131,200,1000,0.5,0.4,0.9,0.7,20,,0.08,False
2025-04-12T05:58:48.563235,,3376,556.5890047550201,200,1000,0.5,0.7,0.4,0.5,20,,0.08,False
2025-04-12T06:08:08.992579,,3440,560.4293437004089,200,1000,0.5,0.7,0.4,0.7,20,,0.08,False
2025-04-12T06:16:57.585339,,3475,528.5927605628967,200,1000,0.5,0.7,0.7,0.5,20,,0.08,False
2025-04-12T06:26:57.935409,,3336,600.3500695228577,200,1000,0.5,0.7,0.7,0.7,20,,0.08,False
2025-04-12T10:44:04.566910,,3356,642.3767659664154,200,1000,0.5,0.4,0.9,0.7,20,,0.08,True
