timestamp,parameters,makespan,exec_time,num_particles,max_iter,w,c1,c2,mutation_rate,max_stagnation,early_stopping_window,improvement_threshold,is_best
2025-04-10T20:25:19.937083,,2131,102.37536597251892,75,1000,0.3,0.4,0.4,0.3,10,,0.08,True
2025-04-10T20:27:11.946989,,2131,111.99236011505127,75,1000,0.3,0.4,0.4,0.5,10,,0.08,False
2025-04-10T20:31:07.497067,,2131,175.3084638118744,75,1000,0.3,0.4,0.4,0.3,20,,0.08,True
2025-04-10T20:35:46.748217,,2131,279.2415955066681,75,1000,0.3,0.4,0.4,0.6,20,,0.08,False
2025-04-10T20:37:29.599159,,2113,102.84293031692505,75,1000,0.3,0.4,0.7,0.3,20,,0.08,True
2025-04-10T20:39:15.367367,,2131,105.76011848449707,75,1000,0.3,0.4,0.7,0.6,20,,0.08,False
2025-04-10T20:42:40.929747,,2133,205.55689191818237,75,1000,0.3,0.4,0.9,0.3,20,,0.08,False
2025-04-10T20:45:56.230554,,2131,195.2977900505066,75,1000,0.3,0.4,0.9,0.6,20,,0.08,False
2025-04-10T20:49:19.444595,,2131,203.214040517807,75,1000,0.3,0.7,0.4,0.3,20,,0.08,False
2025-04-10T20:51:14.160091,,2131,114.70790362358093,75,1000,0.3,0.7,0.4,0.6,20,,0.08,False
2025-04-10T20:52:52.860663,,2130,98.70057153701782,75,1000,0.3,0.7,0.7,0.3,20,,0.08,False
2025-04-10T20:55:35.235239,,2136,162.35906267166138,75,1000,0.3,0.7,0.7,0.6,20,,0.08,False
2025-04-10T20:58:07.099460,,2157,151.84692692756653,75,1000,0.3,0.7,0.9,0.3,20,,0.08,False
2025-04-10T21:00:38.261500,,2131,151.16203927993774,75,1000,0.3,0.7,0.9,0.6,20,,0.08,False
2025-04-10T21:02:47.745419,,2131,129.48179626464844,75,1000,0.3,0.9,0.4,0.3,20,,0.08,False
2025-04-10T21:05:05.802817,,2125,138.05739760398865,75,1000,0.3,0.9,0.4,0.6,20,,0.08,False
2025-04-10T21:06:50.525804,,2131,104.7229871749878,75,1000,0.3,0.9,0.7,0.3,20,,0.08,False
2025-04-10T21:08:38.715562,,2131,108.18975830078125,75,1000,0.3,0.9,0.7,0.6,20,,0.08,False
2025-04-10T21:10:24.776876,,2127,106.05762505531311,75,1000,0.3,0.9,0.9,0.3,20,,0.08,False
2025-04-10T21:12:14.518983,,2131,109.726487159729,75,1000,0.3,0.9,0.9,0.6,20,,0.08,False
2025-04-10T21:13:53.520699,,2131,99.00171637535095,75,1000,0.5,0.4,0.4,0.3,20,,0.08,False
2025-04-10T21:16:16.879771,,2105,143.35907125473022,75,1000,0.5,0.4,0.4,0.6,20,,0.08,True
2025-04-10T21:32:53.835297,,2143,996.9555258750916,75,1000,0.5,0.4,0.7,0.3,20,,0.08,False
2025-04-10T21:34:46.699495,,2140,112.86419796943665,75,1000,0.5,0.4,0.7,0.6,20,,0.08,False
2025-04-10T21:36:24.571133,,2140,97.87163853645325,75,1000,0.5,0.4,0.9,0.3,20,,0.08,False
2025-04-10T21:38:18.155266,,2105,113.58186101913452,75,1000,0.5,0.4,0.9,0.6,20,,0.08,True
2025-04-10T21:40:00.183902,,2118,102.02863597869873,75,1000,0.5,0.7,0.4,0.3,20,,0.08,False
2025-04-10T21:41:48.532960,,2131,108.34905791282654,75,1000,0.5,0.7,0.4,0.6,20,,0.08,False
2025-04-10T21:43:35.624971,,2105,107.07638812065125,75,1000,0.5,0.7,0.7,0.3,20,,0.08,True
2025-04-10T21:45:31.325735,,2131,115.70076322555542,75,1000,0.5,0.7,0.7,0.6,20,,0.08,False
2025-04-10T21:48:20.734508,,2131,169.39597916603088,75,1000,0.5,0.7,0.9,0.3,20,,0.08,False
2025-04-10T21:51:09.914420,,2131,169.16246104240417,75,1000,0.5,0.7,0.9,0.6,20,,0.08,False
2025-04-10T21:53:39.016637,,2140,149.10221695899963,75,1000,0.5,0.9,0.4,0.3,20,,0.08,False
2025-04-10T21:56:46.006057,,2133,186.9894196987152,75,1000,0.5,0.9,0.4,0.6,20,,0.08,False
2025-04-10T21:59:45.688355,,2140,179.664457321167,75,1000,0.5,0.9,0.7,0.3,20,,0.08,False
2025-04-10T22:02:27.529793,,2131,161.8175401687622,75,1000,0.5,0.9,0.7,0.6,20,,0.08,False
2025-04-10T22:04:46.579591,,2127,139.02708840370178,75,1000,0.5,0.9,0.9,0.3,20,,0.08,False
2025-04-10T22:07:25.598578,,2180,159.01706671714783,75,1000,0.5,0.9,0.9,0.6,20,,0.08,False
2025-04-10T22:09:10.854829,,2131,105.25625133514404,75,1000,0.8,0.4,0.4,0.3,20,,0.08,False
2025-04-10T22:11:03.420098,,2126,112.5497362613678,75,1000,0.8,0.4,0.4,0.6,20,,0.08,False
2025-04-10T22:16:49.127073,,2131,345.70697498321533,75,1000,0.8,0.4,0.7,0.3,20,,0.08,False
2025-04-10T22:18:50.967346,,2127,121.8402726650238,75,1000,0.8,0.4,0.7,0.6,20,,0.08,False
2025-04-10T22:20:34.957264,,2131,103.98991823196411,75,1000,0.8,0.4,0.9,0.3,20,,0.08,False
2025-04-10T22:22:36.551211,,2116,121.59394717216492,75,1000,0.8,0.4,0.9,0.6,20,,0.08,False
2025-04-10T22:24:22.612646,,2131,106.06143498420715,75,1000,0.8,0.7,0.4,0.3,20,,0.08,False
2025-04-10T22:26:49.216580,,2131,146.60393381118774,75,1000,0.8,0.7,0.4,0.6,20,,0.08,False
2025-04-10T22:28:38.819062,,2127,109.60248231887817,75,1000,0.8,0.7,0.7,0.3,20,,0.08,False
2025-04-10T22:30:55.514553,,2131,136.69447922706604,75,1000,0.8,0.7,0.7,0.6,20,,0.08,False
2025-04-10T22:32:52.769675,,2131,117.25512194633484,75,1000,0.8,0.7,0.9,0.3,20,,0.08,False
2025-04-10T22:34:55.924877,,2127,123.13969659805298,75,1000,0.8,0.7,0.9,0.6,20,,0.08,False
2025-04-10T22:36:44.922480,,2127,108.99760365486145,75,1000,0.8,0.9,0.4,0.3,20,,0.08,False
2025-04-10T22:38:52.906057,,2131,127.98357725143433,75,1000,0.8,0.9,0.4,0.6,20,,0.08,False
2025-04-10T22:41:06.465980,,2133,133.5599226951599,75,1000,0.8,0.9,0.7,0.3,20,,0.08,False
2025-04-10T22:43:12.526769,,2131,126.04274272918701,75,1000,0.8,0.9,0.7,0.6,20,,0.08,False
2025-04-10T22:45:21.751363,,2131,129.22459411621094,75,1000,0.8,0.9,0.9,0.3,20,,0.08,False
2025-04-10T22:47:29.165292,,2127,127.41392827033997,75,1000,0.8,0.9,0.9,0.6,20,,0.08,False
2025-04-10T22:49:45.602564,,2127,136.42175149917603,100,1000,0.3,0.4,0.4,0.3,20,,0.08,False
2025-04-10T22:52:09.123551,,2131,143.520987033844,100,1000,0.3,0.4,0.4,0.6,20,,0.08,False
2025-04-10T22:54:25.668329,,2127,136.52816367149353,100,1000,0.3,0.4,0.7,0.3,20,,0.08,False
2025-04-10T22:56:50.335830,,2133,144.66750121116638,100,1000,0.3,0.4,0.7,0.6,20,,0.08,False
2025-04-10T22:59:08.647155,,2131,138.2955985069275,100,1000,0.3,0.4,0.9,0.3,20,,0.08,False
2025-04-10T23:01:31.837968,,2131,143.19081258773804,100,1000,0.3,0.4,0.9,0.6,20,,0.08,False
2025-04-10T23:47:13.092316,,2127,2741.2543482780457,100,1000,0.3,0.7,0.4,0.3,20,,0.08,False
2025-04-10T23:49:39.495607,,2131,146.3791801929474,100,1000,0.3,0.7,0.4,0.6,20,,0.08,False
2025-04-10T23:58:16.234543,,2127,516.736448764801,100,1000,0.3,0.7,0.7,0.3,20,,0.08,False
2025-04-11T00:00:43.281018,,2125,147.04647517204285,100,1000,0.3,0.7,0.7,0.6,20,,0.08,False
2025-04-11T00:02:58.195521,,2125,134.89821887016296,100,1000,0.3,0.7,0.9,0.3,20,,0.08,False
2025-04-11T00:05:24.232818,,2131,146.03231835365295,100,1000,0.3,0.7,0.9,0.6,20,,0.08,False
2025-04-11T00:07:45.099135,,2127,140.85944318771362,100,1000,0.3,0.9,0.4,0.3,20,,0.08,False
2025-04-11T00:14:43.860549,,2126,418.7526843547821,100,1000,0.3,0.9,0.4,0.6,20,,0.08,False
2025-04-11T00:17:06.640381,,2127,142.77983117103577,100,1000,0.3,0.9,0.7,0.3,20,,0.08,False
2025-04-11T00:19:24.498806,,2125,137.84281277656555,100,1000,0.3,0.9,0.7,0.6,20,,0.08,False
2025-04-11T00:22:36.313275,,2125,191.81376218795776,100,1000,0.3,0.9,0.9,0.3,20,,0.08,False
2025-04-11T00:28:47.465712,,2126,371.1524374485016,100,1000,0.3,0.9,0.9,0.6,20,,0.08,False
2025-04-11T00:32:59.272322,,2131,251.8066098690033,100,1000,0.5,0.4,0.4,0.3,20,,0.08,False
